CIK,Ticker,Date,% day,% week,% month,10day Vol,Percent Change,Increased?,flesch reading ease,flesch kincaid,gunning fog,smog index,ARI,coleman,linsear,dale chall,TextBlob,NLTK neg,NLTK neu,NLTK pos
108772,XRX,2/27/2017,0,1.992031873,7.436918991,0.986358229,0,0,40.69,13.1,10.8,8.8,15.4,14.51,8,6.17,0.034776516,0.035,0.817,0.148
108985,YORW,3/7/2017,-0.706214689,-2.683615819,2.118644068,0.01109843,-3.370786517,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.034142326,0.042,0.822,0.136
109198,TJX,3/28/2017,0.54938035,-0.293854606,0.025552574,0.005255155,1.697511168,1,36.63,14.6,12.4,11.2,16.8,14.1,8,2,0.051346457,0.039,0.819,0.142
109380,ZION,2/28/2017,0.623191631,0.178054752,4.673937236,0.005332936,3.147860785,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.046186701,0.039,0.82,0.141
110471,WWW,2/28/2017,0.863422292,7.260596546,7.221350078,0.018372131,0.117141742,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.047442808,0.056,0.807,0.137
1000209,TAXI,3/14/2017,0.595238095,-1.19047619,-4.761904762,0.007904291,-0.598802395,0,36.63,14.6,12.4,11.2,18,15.09,11.5,5.87,0.062710671,0.043,0.806,0.152
1000228,HSIC,2/21/2017,0,3.368421053,8.245614035,0.009461533,-0.208092486,0,41.7,12.7,10.4,11.2,15.7,15.03,15,6.28,0.045005325,0.04,0.824,0.136
1000229,CLB,2/10/2017,0.69787234,-0.612765957,-3.676595745,0.010288055,0.205743678,0,42.72,12.3,10,8.8,14.9,14.97,11.5,5.6,0.056582916,0.046,0.811,0.142
1000298,IMH,4/28/2017,1.304049417,2.608098833,13.9327385,0.027655566,-0.759668508,0,42.72,12.3,10,11.2,15.4,15.26,8,6.02,0.09489317,0.048,0.772,0.18
1000623,SWM,2/24/2017,-0.818685288,-2.913556465,-12.08764748,0.016807614,-0.048157958,0,41.7,12.7,10.4,11.2,16.1,15.66,8.5,6.37,0.06042956,0.045,0.823,0.133
1000683,BDR,3/31/2017,1.596774194,-11.27419355,-14.51612903,0.027917913,-8.870967742,0,35.61,15,12.8,11.2,18,14.92,14,6.14,0.062492269,0.033,0.826,0.142
1000694,NVAX,2/27/2017,0,-9.219858156,6.382978723,0.063657316,-7.36196319,0,36.63,14.6,12.4,11.2,18,15.26,14,6.21,0.063185652,0.046,0.83,0.125
1000697,WAT,2/24/2017,-0.025848142,1.324717286,7.967689822,0.00672058,1.058815934,1,43.73,11.9,9.6,8.8,15,15.32,11,5.9,0.049104539,0.043,0.827,0.13
1000753,NSP,2/13/2017,0,4.497354497,4.166666667,0.041774182,2.045728039,1,38.66,13.8,11.6,11.2,17.1,15.44,10.5,1.95,0.046611861,0.037,0.833,0.131
1001082,DISH,2/22/2017,2.635658915,3.953488372,5.240310078,0.005631049,-1.448583254,0,35.61,15,12.8,11.2,18,14.45,7.5,6,0.052569877,0.049,0.82,0.131
1001171,BYFC,6/23/2017,-3.535353535,-3.535353535,2.525252525,0.023539686,0.980392157,0,40.69,13.1,10.8,11.2,16.2,15.37,11,6.12,0.049184424,0.044,0.802,0.154
1001233,SGMO,2/28/2017,-1.204819277,3.614457831,16.86746988,0.040077606,9.302325581,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.062213971,0.04,0.831,0.129
1001316,TGTX,3/21/2017,-1.515151515,7.575757576,64.77272727,0.063172422,-16.22641509,0,41.7,12.7,10.4,11.2,15.4,14.97,8.5,6.2,0.055981498,0.051,0.816,0.132
1001385,NWPX,3/17/2017,-0.617283951,-8.333333333,-18.45679012,0.023300933,-1.731601732,0,40.69,13.1,10.8,11.2,15.7,14.68,13.5,6.57,0.052445228,0.05,0.835,0.115
1001463,ACCA,3/28/2017,1.998961578,-8.709761163,-29.1536864,#N/A,0.662251656,0,39.67,13.4,11.2,11.2,15.3,14.05,11,6.16,0.066148172,0.031,0.849,0.119
1001614,TGC,3/30/2017,#N/A,#N/A,#N/A,0.066125733,-7.142857143,0,44.75,11.5,9.2,8.8,14,14.79,7.5,5.93,0.025395385,0.045,0.834,0.121
1001838,SCCO,3/1/2017,1.581769437,0.18766756,-2.144772118,0.015367867,0.545553737,0,42.72,12.3,10,11.2,15.8,15.78,11,6.36,0.036082801,0.036,0.871,0.092
1001902,IVAC,2/15/2017,1.793721973,16.14349776,25.96412556,0.034602014,-6.25,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.058706807,0.046,0.838,0.116
1002910,AEE,2/28/2017,-0.720088626,1.735598227,3.96971935,0.004849924,0.865721127,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.03476405,0.038,0.818,0.144
1003642,IPXL,3/1/2017,#N/A,#N/A,-10.45454545,0.11168485,-34.38596491,0,32.22,14.2,10.8,11.2,16.4,15.5,11.5,5.96,0.047249566,0.048,0.824,0.127
1004434,AMG,3/31/2017,0.695082369,2.382264682,-4.78902566,0.011486385,-0.591679883,0,42.72,12.3,10,8.8,14.8,14.91,11,5.83,0.048084179,0.036,0.809,0.155
1004702,OCFC,3/15/2017,1.162393162,1.367521368,0.854700855,0.006373173,-0.856164384,0,51.18,11.1,10,8.8,14.2,13.92,6.5,1.77,0.072492489,0.051,0.801,0.148
1004724,ADK,4/17/2017,0,#N/A,-15.74074074,#N/A,-1.860938802,0,34.6,15.4,13.2,13,18.4,14.63,11,2.15,0.033771929,0.035,0.839,0.126
1004980,PCG,2/16/2017,1.411764706,1.176470588,4.705882353,0.007802907,1.557038449,1,28.51,17.7,15.6,11.2,21.6,14.81,11,6.34,0.042939872,0.054,0.824,0.122
1004989,SGRP,4/17/2017,0,-4.515050167,-6.605351171,0.01987589,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.032158011,0.034,0.814,0.153
1005201,DEPO,4/28/2017,-1.646090535,3.703703704,-12.18106996,0.023788637,-4.444444444,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.055887254,0.061,0.817,0.122
1005284,PANL,2/23/2017,0.306748466,-3.220858896,-3.374233129,0.021390622,1.863354037,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.062471855,0.035,0.84,0.125
1005409,DCOM,3/15/2017,0.481927711,-3.855421687,-2.409638554,0.004661516,0.483091787,0,38.66,13.8,11.6,11.2,16.4,14.28,10.5,5.8,0.054026984,0.051,0.809,0.14
1005414,TOY,4/12/2017,-0.282123621,-0.076942806,5.514234419,0.008363488,0,0,41.7,12.7,10.4,8.8,15.5,14.68,14.5,5.75,0.050304057,0.048,0.81,0.142
1005699,CALL,3/16/2017,1.840490798,13.49693252,7.975460123,0.017628406,9.87654321,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.053984308,0.058,0.829,0.113
1005757,CSGS,2/24/2017,-0.885179565,-1.618614062,-26.3024785,0.007696994,0.250815149,0,42.72,12.3,10,11.2,15.1,15.14,10.5,5.78,0.041147294,0.031,0.834,0.134
1005817,TMP,2/28/2017,0.055555556,0.466666667,-1.788888889,#N/A,1.621085135,1,41.7,12.7,10.4,11.2,15.6,15.08,11,6.17,0.058135913,0.047,0.804,0.15
1006045,IRIX,3/15/2017,1.851851852,-9.259259259,-8.074074074,0.010485983,0.450112528,0,41.7,12.7,10.4,8.8,15.5,15.08,11,5.74,0.054338722,0.055,0.826,0.12
1006269,LORL,3/7/2017,0,-5.037783375,-0.629722922,0.019878041,-0.756620429,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.065044362,0.047,0.806,0.147
1007019,JVA,1/27/2017,1.237113402,5.567010309,8.453608247,0.018406738,-4.545454545,0,45.09,13.4,12.4,11.2,17.3,14.34,18.5,6.06,0.045601033,0.057,0.827,0.115
1007273,BKSC,3/3/2017,2.173913043,0.785024155,-3.357487923,0.027668524,-1.707317073,0,40.69,13.1,10.8,11.2,15.6,14.74,11,6.02,0.070618649,0.036,0.824,0.141
1007330,PRGX,3/16/2017,0.317460318,0,6.349206349,0.00616004,-0.793650794,0,41.7,12.7,10.4,11.2,15.7,15.03,8.5,5.98,0.057328957,0.039,0.817,0.144
1007587,KVHI,3/9/2017,-4.402515723,-23.27044025,-25.1572327,0.044353169,6.25,1,39.67,13.4,11.2,11.2,16.9,15.61,6.5,6.29,0.054563093,0.046,0.823,0.132
1008586,STRM,4/10/2017,0,-3.438084918,-10.33395725,0.028497839,3.173058205,1,39.67,13.4,11.2,11.2,16.3,15.03,12,5.9,0.059316022,0.036,0.817,0.147
1008654,TUP,2/28/2017,0.397219464,2.631578947,4.18735518,0.005828646,1.571026956,1,41.7,12.7,10.4,11.2,15.3,14.68,11,5.62,0.048868773,0.038,0.817,0.145
1008848,ACOR,2/27/2017,0,-2.213279678,18.71227364,0.032461912,-3.467153285,0,39.67,13.4,11.2,11.2,16.5,15.26,14,6.27,0.055854449,0.044,0.833,0.123
1009672,CRR,3/1/2017,-3.607060629,-14.12125863,-8.749040675,0.032392223,4.520654716,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.046550792,0.052,0.807,0.141
1009829,JAKK,3/16/2017,7.142857143,#N/A,5.357142857,0.012015729,2.678571429,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.044797111,0.045,0.815,0.14
1010612,SYKE,3/1/2017,-5.61838745,-3.976650857,-2.955125866,0.008765087,2.240999265,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.061957731,0.038,0.822,0.14
1011570,KNL,3/1/2017,-1.966919982,-2.503352705,-18.77514528,0.008074134,2.013422819,1,39.67,13.4,11.2,11.2,16.4,15.09,11.5,5.6,0.084800066,0.046,0.804,0.15
1012569,ETP,2/24/2017,-2.652414885,-1.860649248,0.63341251,0.01509185,-0.825471698,0,35.27,13.1,9.6,8.8,14.9,15.37,11,5.84,0.028979243,0.05,0.818,0.132
1012771,FFG,3/1/2017,0.505415163,0.433212996,-2.310469314,0.009141869,0.804681785,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.066860101,0.048,0.792,0.16
1013238,ARDM,3/30/2017,-2.5,-2.05625,-20.625,0.051186972,-0.641025641,0,42.72,12.3,10,8.8,15.1,14.97,7,5.99,0.064108744,0.046,0.825,0.129
1013272,NWFL,3/15/2017,-0.261437909,1.960784314,-2.718954248,0.008316224,-0.664716831,0,39.67,13.4,11.2,11.2,16.6,15.61,6.5,6.11,0.064723108,0.048,0.799,0.152
1013462,ANSS,2/23/2017,-0.247328848,1.483973091,7.093391373,0.010041757,3.383458647,1,40.69,13.1,10.8,11.2,16.3,15.32,11,6.14,0.052696911,0.037,0.823,0.14
1013488,BJRI,2/28/2017,-0.536912752,-0.536912752,6.040268456,0.020809645,-1.474530831,0,42.72,12.3,10,11.2,15,14.91,11,6.06,0.040711872,0.055,0.818,0.127
1013606,ELGX,3/1/2017,1.041666667,3.720238095,0.148809524,0.023484098,6.505295008,1,41.7,12.7,10.4,11.2,15.7,15.08,8,6.67,0.046127934,0.056,0.811,0.133
1013706,WHLM,3/23/2017,0.693055556,1.388888889,-4.166666667,0.067643297,2.795765094,1,39.67,13.4,11.2,11.2,16.2,14.74,14,6.02,0.054410728,0.027,0.866,0.106
1013857,PEGA,2/24/2017,-2.602230483,-1.36307311,4.708798017,0.025957419,7.268170426,1,41.7,12.7,10.4,11.2,15.3,14.68,11,5.58,0.043730549,0.028,0.836,0.136
1013871,NRG,2/28/2017,-5.835866261,-2.066869301,0.303951368,0.017243073,0.477042338,0,43.73,11.9,9.6,11.2,15.4,15.95,13.5,5.89,0.053287497,0.046,0.814,0.139
1013880,TTEC,3/16/2017,-0.165562914,-0.331125828,1.158940397,0.01492762,2.657807309,1,32.22,14.2,10.8,11.2,16.7,15.96,11,6.14,0.085163381,0.051,0.798,0.151
1013934,STRA,2/17/2017,-1.328221279,-12.29631658,-8.161029714,0.011947203,#N/A,#N/A,42.72,12.3,10,11.2,15,14.85,11,6.2,0.05808153,0.043,0.849,0.108
1014473,VRSN,2/17/2017,-1.552187729,-1.747738939,1.307748717,0.003277744,1.293945313,1,40.69,13.1,10.8,8.8,15.9,15.03,14.5,5.86,0.048490295,0.055,0.804,0.141
1014739,BIOS,3/7/2017,12.32227488,24.17061611,15.16587678,#N/A,-12.33480176,0,40.69,13.1,10.8,11.2,16.4,15.5,10.5,6.09,0.039119804,0.047,0.811,0.143
1015155,CTHR,3/10/2017,-14.28571429,-20.03296703,-13.18681319,0.040641459,-14.18918919,0,41.7,12.7,10.4,11.2,15.9,15.2,11,5.6,0.055535674,0.043,0.806,0.151
1015328,WTFC,2/28/2017,-0.64516129,-1.505376344,4.032258065,0.0048662,1.798657718,1,44.75,11.5,9.2,8.8,14.6,15.55,13.5,6.13,0.06543999,0.05,0.788,0.163
1015739,AWRE,2/10/2017,1.020408163,-26.53061224,-26.53061224,0.042860264,1.01010101,1,38.66,13.8,11.6,11.2,17,15.38,11.5,5.95,0.060470955,0.034,0.845,0.122
1015780,ETFC,2/22/2017,-1.026749527,-0.189138071,2.188597676,0.008661867,-0.616787343,0,32.22,14.2,10.8,11.2,16.6,15.84,8,6.16,0.052900128,0.059,0.797,0.144
1016125,ULTI,2/24/2017,-1.213207064,-0.614282058,-2.057844894,0.006087958,1.029725068,1,30.2,15,11.6,11.2,17.3,15.61,11,6.09,0.062781648,0.034,0.833,0.133
1016169,ATRS,3/14/2017,3.95256917,1.976284585,9.881422925,0.016429152,10.44176707,1,43.73,11.9,9.6,8.8,14.1,14.62,6,5.55,0.057546121,0.048,0.829,0.123
1016281,CSV,2/23/2017,-0.07371913,2.838186509,1.363803907,0.018476421,-1.63023342,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.069596202,0.054,0.788,0.158
1017303,TACT,3/16/2017,1.676242374,5.822424924,14.70710182,0.04025452,0,0,43.73,11.9,9.6,8.8,14.8,15.08,11,6.22,0.045580494,0.05,0.832,0.119
1017480,HIBB,3/28/2017,0.359066427,-6.104129264,-7.360861759,0.012557309,6.822262118,1,47.12,12.7,11.6,8.8,15.8,14.1,11,6.3,0.063230712,0.047,0.831,0.122
1017673,DVD,3/1/2017,-4.545454545,-6.818181818,-6.818181818,0.014358834,0,0,33.58,15.8,13.6,13,18.9,14.63,11,2.12,0.052847948,0.032,0.841,0.127
1017793,SNBC,3/10/2017,-4.6,-0.6,2.4,0.012046798,-0.201207244,0,33.24,13.8,10.4,11.2,15.7,15.37,14,6.14,0.06336664,0.043,0.796,0.161
1017907,FAC,3/14/2017,-1.473964891,-1.473964891,-9.095622546,0.023101755,-9.77443609,0,41.7,12.7,10.4,11.2,15.6,14.91,6.5,6.01,0.075973176,0.061,0.813,0.126
1017968,EDGW,3/15/2017,0.283687943,5.531914894,6.09929078,0.022891258,3.511235955,1,43.73,11.9,9.6,8.8,14.2,14.45,8,5.91,0.056902904,0.036,0.842,0.122
1018164,WLFC,3/16/2017,-0.119331742,-1.431980907,-1.39220366,0.019709864,0.596421471,0,38.66,13.8,11.6,11.2,17.2,15.73,10.5,5.88,0.058202452,0.046,0.824,0.131
1018399,EBTC,3/14/2017,-2.877465244,-3.136113805,-7.015842224,0.019802965,4.546910022,1,41.7,12.7,10.4,11.2,16.1,15.84,12,6.28,0.057798463,0.057,0.8,0.142
1018724,AMZN,2/10/2017,#N/A,#N/A,#N/A,0.013747107,1.846936788,1,40.69,13.1,10.8,11.2,15.5,14.56,11.5,5.9,0.053662365,0.052,0.831,0.117
1018840,ANF,3/27/2017,0,-7.623318386,-6.995515695,0.018643929,2.420051858,1,42.72,12.3,10,8.8,14.9,15.14,7,5.7,0.043192267,0.049,0.815,0.136
1018963,ATI,2/24/2017,-5.002632965,-8.004212744,-15.8504476,0.018247814,1.815352697,1,39.67,13.4,11.2,11.2,15.9,14.68,8,5.76,0.053214339,0.044,0.823,0.133
1018979,AMSF,2/24/2017,2.06947524,3.10421286,5.617147081,0.011685557,-4.56890199,0,39.67,13.4,11.2,11.2,16.5,15.21,11.5,6.31,0.068346388,0.084,0.796,0.12
1019034,BKYI,4/4/2017,-11.38211382,-7.723577236,-21.95121951,0.06007101,2.978723404,1,40.69,13.1,10.8,8.8,15.8,14.86,13.5,6.42,0.051928123,0.034,0.818,0.148
1019272,ERS,4/28/2017,0,-0.143266476,10.0286533,0.001669373,0.286532951,0,41.7,12.7,10.4,11.2,15.4,14.74,11,6.06,0.047654926,0.054,0.818,0.128
1019650,TRUE,3/24/2017,2.236842105,2.105263158,#N/A,0.012734222,2.115003305,1,40.69,13.1,10.8,11.2,16.3,15.67,13.5,5.88,0.060038129,0.049,0.799,0.152
1019671,SEAC,4/17/2017,0,3.571428571,10.31746032,0.02179444,-0.408163265,0,40.69,13.1,10.8,11.2,15.8,14.91,12,6.15,0.066820865,0.053,0.818,0.129
1019695,ARQL,3/9/2017,3.2,-4.8,-8.8,0.013551641,-2.419354839,0,42.72,12.3,10,11.2,15.5,15.84,18.5,5.95,0.074212543,0.052,0.82,0.128
1019737,NCI,2/17/2017,-3.291139241,-1.561181435,-5.907172996,0.012708651,-2.573839662,0,50.16,11.5,10.4,8.8,14.3,13.69,10.5,6.4,0.07200746,0.045,0.806,0.149
1019787,PFTI,3/30/2017,-3.812824957,-13.34488735,#N/A,#N/A,#N/A,#N/A,44.75,11.5,9.2,8.8,14.4,15.61,8.5,5.65,0.022175146,0.039,0.832,0.129
1019849,PAG,2/24/2017,-2.88937265,-2.275875717,-7.718187216,0.014384831,1.741001565,1,38.66,13.8,11.6,11.2,17,15.15,13.5,5.86,0.048244513,0.04,0.821,0.139
1020214,CERS,5/31/2017,-3.493449782,-1.310043668,-89.95633188,0.103581158,3.056768559,1,36.63,14.6,12.4,11.2,17.9,15.26,8,5.84,0.055045829,0.047,0.82,0.133
1020569,IRM,2/23/2017,-0.749665328,0.535475234,6.291834003,0.008043688,-0.646203554,0,44.75,11.5,9.2,8.8,13.7,14.5,7,5.8,0.048693432,0.037,0.829,0.134
1020710,DXPE,3/31/2017,3.68608799,#N/A,#N/A,0.067675821,16.06597434,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.049815238,0.044,0.834,0.122
1021270,DAVE,3/21/2017,-2.222222222,-1.111111111,-32.22222222,0.021703294,-10,0,36.63,14.6,12.4,11.2,17.7,14.92,14,1.98,0.063165046,0.036,0.824,0.139
1021561,NUS,2/27/2017,0,2.213279678,-3.802816901,0.044857396,-1.058518075,0,38.66,13.8,11.6,11.2,16.8,15.21,12,6.38,0.036444477,0.05,0.818,0.131
1021604,OTIV,3/28/2017,-1.875,-3.75,#N/A,0.068494537,1.898734177,1,40.69,13.1,10.8,11.2,15.6,14.68,13.5,5.56,0.037661491,0.042,0.836,0.121
1021635,OGE,2/23/2017,1.661503802,#N/A,5.744860603,0.008870404,3.319027182,1,40.69,13.1,10.8,11.2,16.3,15.55,13.5,6.24,0.034384893,0.047,0.816,0.137
1021860,NOV,2/17/2017,-1.324006995,1.348988259,6.84486635,0.019867636,-1.689860835,0,29.18,15.4,12,11.2,18.1,16.02,8.5,6.13,0.05202644,0.061,0.826,0.113
1022079,DGX,2/22/2017,0.062800921,1.339752983,4.699602261,0.003542924,-0.271200584,0,41.7,12.7,10.4,11.2,15.2,14.62,8.5,5.73,0.067509733,0.042,0.821,0.137
1022321,GEL,2/27/2017,0,-4.303646145,-10.34070532,0.01102358,1.196172249,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.011598239,0.058,0.816,0.126
1022469,DEL,3/7/2017,-1.681997372,3.074901445,1.498028909,0.027727407,-1.194225722,0,39.67,13.4,11.2,11.2,16,14.86,8.5,5.79,0.040170244,0.035,0.839,0.126
1022646,UPL,4/26/2017,1.412944394,-1.002734731,#N/A,0.012941163,2.552415679,1,41.7,12.7,10.4,11.2,16.6,16.01,8.5,6.14,0.038222517,0.049,0.821,0.13
1022671,STLD,2/28/2017,2.885924313,-3.212632725,1.905799074,0.019958572,2.588555858,1,42.72,12.3,10,11.2,15,14.74,13.5,6.26,0.060029134,0.041,0.819,0.14
1022705,TESO,3/3/2017,0.552486188,7.73480663,3.867403315,0.03105784,-4.444444444,0,42.72,12.3,10,11.2,15.3,15.03,5.5,5.67,0.060828543,0.054,0.83,0.117
1023024,ANIP,3/2/2017,-6.720430108,-6.863799283,-3.11827957,0.040625245,-16.27090301,0,42.72,12.3,10,8.8,14.9,14.68,13.5,5.86,0.050814637,0.053,0.821,0.126
1023128,LAD,2/28/2017,-0.234837656,-2.481110884,-2.021645906,0.024898317,-2.983715991,0,41.7,12.7,10.4,8.8,15.6,15.26,11,6.31,0.05877641,0.05,0.803,0.147
1023313,FORR,3/10/2017,1.072386059,0.804289544,-8.445040214,0.014796379,1.612903226,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.050214333,0.036,0.836,0.128
1023860,SSFN,3/22/2017,0.546448087,1.639344262,-6.557377049,0.026168793,-6.593406593,0,36.63,14.6,12.4,11.2,17.9,14.8,6,5.9,0.056605447,0.049,0.802,0.148
1024126,PTX,5/1/2017,0,8.851674641,10.28708134,0.042361739,3.196347032,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.047369201,0.049,0.799,0.152
1024626,CBIS,8/11/2017,-4.918032787,-9.25058548,-18.61826698,0.024392961,1.295641932,1,40.69,13.1,10.8,11.2,15.7,14.97,11.5,5.75,0.058891896,0.036,0.799,0.164
1024657,WSTC,2/16/2017,-0.123915737,3.923998348,-3.180503924,0.01952636,-0.369306524,0,38.66,13.8,11.6,11.2,16.8,14.97,13.5,5.91,0.051915021,0.036,0.822,0.142
1024725,TEN,9/8/2017,-2.321228004,-2.077873456,-1.965555972,0.019481135,1.97761194,1,42.72,12.3,10,11.2,15,15.08,14,6.21,0.070720256,0.044,0.815,0.141
1024795,SNHY,2/28/2017,-1.467889908,1.467889908,-1.28440367,0.018881146,-3.229166667,0,50.16,11.5,10.4,8.8,14.9,14.1,11,5.92,0.068742918,0.05,0.812,0.139
1025362,GQM,3/15/2017,-1.204819277,2.409638554,-14.45783133,0.022658111,18.29268293,1,51.18,11.1,10,8.8,14.1,13.87,13.5,5.47,0.061182835,0.048,0.836,0.116
1025378,WPC,2/24/2017,-0.614173228,0.015748032,1.921259843,0.008460277,0.923606763,0,37.64,14.2,12,11.2,16.9,14.8,11,5.93,0.058483572,0.041,0.83,0.129
1025835,EFSC,2/24/2017,-2.549889135,-1.77383592,10.64301552,0.011197232,-1.969365427,0,41.7,12.7,10.4,11.2,15.9,15.2,14,6.22,0.067100387,0.046,0.789,0.165
1025877,DCBF,3/29/2017,1.466144376,0.727476217,-4.085058758,0.012638788,1.177790241,1,38.66,13.8,11.6,11.2,17.1,15.44,11,1.96,0.065895661,0.05,0.796,0.154
1025996,KRC,2/15/2017,-0.282106394,3.27780763,1.974744761,0.007521578,2.007763352,1,39.67,13.4,11.2,11.2,16.7,15.61,11,6.23,0.035533553,0.046,0.823,0.131
1026655,CMT,3/9/2017,-2.969657844,-5.164622337,2.711426727,0.013446144,1.756668835,1,41.7,12.7,10.4,11.2,15.4,14.68,18.5,5.85,0.040958101,0.044,0.834,0.122
1027183,FSBK,4/28/2017,5.076923077,6.153846154,8.846153846,0.012078873,-2.314814815,0,36.63,14.6,12.4,11.2,17.6,14.8,8,2.05,0.075734683,0.038,0.815,0.146
1027884,CBI,3/1/2017,-3.785584494,-5.784373107,-1.453664446,0.010452354,-2.17456062,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.030510062,0.041,0.822,0.137
1028734,COBZ,2/21/2017,0,1.365187713,1.478953356,0.00577829,0.283768445,0,40.69,13.1,10.8,11.2,15.5,14.63,7.5,5.78,0.076392256,0.045,0.794,0.161
1028918,PPBI,3/16/2017,-0.382165605,-0.50955414,-1.01910828,0.007677284,2.43902439,1,41.7,12.7,10.4,8.8,15.2,14.62,8,6.14,0.053697511,0.042,0.816,0.142
1028954,SBBX,3/17/2017,1.022494888,0,8.27402863,0.010549731,1.232032854,1,30.54,17,14.8,13,20.7,14.86,11,6.25,0.079126598,0.05,0.802,0.148
1029142,DVAX,3/13/2017,0,-2.5,33.33333333,0.019475926,-4.166666667,0,42.72,12.3,10,8.8,15.1,15.32,8,5.82,0.041797378,0.041,0.801,0.158
1029199,EEFT,3/1/2017,1.018573996,0.826842421,14.22408628,0.003921696,-0.096641701,0,37.64,14.2,12,11.2,17.6,15.67,8.5,6.09,0.052200189,0.043,0.829,0.128
1029730,LTS,3/16/2017,4.587155963,5.04587156,-3.211009174,0.032470887,11.37440758,1,40.69,13.1,10.8,8.8,15.6,14.51,10.5,6.07,0.049584203,0.045,0.812,0.143
1029800,UBA,1/13/2017,0.382165605,-2.547770701,1.486199575,0.007102964,0.085287846,0,51.18,11.1,10,8.8,14.1,13.87,11,6.36,0.04025315,0.043,0.821,0.136
1030192,NJMC,3/31/2017,-4,8,13.36,0.042807665,-13.6,0,42.72,12.3,10,11.2,15.5,15.43,5,5.62,0.071795543,0.032,0.857,0.112
1030469,OFG,3/16/2017,-1.687763713,-4.641350211,-12.23628692,0.015533826,3.404255319,1,41.7,12.7,10.4,8.8,14.7,14.27,11,5.77,0.05650644,0.055,0.802,0.143
1030749,GLF,5/1/2017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.72,12.3,10,8.8,15,15.2,11.5,6.32,0.034997085,0.059,0.799,0.142
1031029,SRT,2/22/2017,-9.032258065,-10.04258065,-9.032258065,0.047452069,11.55717762,1,46.78,10.7,8.4,8.8,12.5,14.15,7,5.32,0.085268382,0.044,0.798,0.158
1031203,GPI,2/17/2017,-1.829422155,0.933636134,-1.261670452,0.012206341,4.386626445,1,38.66,13.8,11.6,11.2,17,15.03,14,1.84,0.062696876,0.05,0.823,0.127
1031296,FE,2/21/2017,0,1.228978008,2.490297542,0.005563126,-1.723587616,0,50.16,11.5,10.4,8.8,14.9,13.92,11,5.88,0.038116547,0.054,0.813,0.133
1031316,FSP,2/15/2017,-2.225886232,-2.720527617,#N/A,0.010706518,-1.697655618,0,38.66,13.8,11.6,11.2,16.4,14.57,8,6.09,0.040105293,0.037,0.818,0.144
1031623,GIFI,3/2/2017,0.434782609,-16.95652174,-19.56521739,0.048768114,-0.869565217,0,40.69,13.1,10.8,11.2,16,15.09,5,5.8,0.049484977,0.049,0.822,0.129
1032033,SLM,2/24/2017,-2.714164546,-3.731976251,-0.084817642,0.004981463,2.432885906,1,32.57,16.2,14,13,19.4,14.63,8,1.93,0.072575769,0.055,0.804,0.141
1032208,SRE,2/28/2017,0.018330126,3.19860691,6.717991018,0.005632971,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.043278459,0.047,0.804,0.15
1033012,FBC,3/13/2017,0,0.356506239,5.561497326,0.00478487,-1.21602289,0,37.64,14.2,12,11.2,17.6,15.26,18.5,5.92,0.052829054,0.039,0.805,0.156
1033905,LMNX,2/24/2017,0.27027027,2.324324324,-8,0.008924992,1.446170327,1,40.69,13.1,10.8,11.2,15.8,14.92,8.5,5.73,0.042917945,0.048,0.826,0.126
1034054,SBAC,3/1/2017,3.150826446,4.44214876,10.41666667,0.005733026,-0.423253002,0,51.18,11.1,10,8.8,14.5,14.16,10.5,5.95,0.053966226,0.033,0.825,0.142
